|2000|,|1430708|,|C00000059|,|Hallmark Cards|,||,||,|  |,|     |,||,|C1400|,06/08/2000,1000.0,|C00341867|,,|C00341867|,|PI|,|J1200|,|A|,|M7 |,|P|,|20035983133|,|24K|,|C1400|,|PAC  |
|2010|,|0329713|,|C00010603|,|DNC Services Corp|,|INDIANA DEMOCRATIC PARTY|,|INDIANPOLIS|,|IN|,|46204|,||,|Z5200|,06/30/2009,3220.0,|C00108613|,|D|,|C00108613|,|DP|,|Z5200|,|A|,|M7 |,|P|,|29934315448|,|24G|,|Z5200|,|PAC  |
|2010|,|0329718|,|C00010603|,|DNC Services Corp|,|MAINE DEMOCRATIC PARTY|,|AUGUSTA|,|ME|,|04332|,||,|Z5200|,06/30/2009,3220.0,|C00179408|,|D|,|C00179408|,|DP|,|Z5200|,|A|,|M7 |,|P|,|29934315450|,|24G|,|Z5200|,|PAC  |
|2010|,|0329703|,|C00010603|,|DNC Services Corp|,|ARKANSAS DEMOCRATIC PARTY|,|LITTLE ROCK|,|AR|,|72201|,||,|Z5200|,06/30/2009,3220.0,|C00024372|,|D|,|C00024372|,|DP|,|Z5200|,|A|,|M7 |,|P|,|29934315445|,|24G|,|Z5200|,|PAC  |
|2010|,|0453798|,|C00010603|,|DNC Services Corp|,|TENNESSEE DEMOCRATIC PARTY|,|NASHVILLE|,|TN|,|37203|,||,|Z5200|,07/23/2009,3220.0,|C00167346|,|D|,|C00167346|,|DP|,|Z5200|,|N|,|M8 |,|P|,|29992619780|,|24G|,|Z5200|,|PAC  |
|2010|,|0453801|,|C00010603|,|DNC Services Corp|,|VERMONT DEMOCRATIC PARTY|,|MONTPELIER|,|VT|,|05602|,||,|Z5200|,07/23/2009,2026.0,|C00024679|,|D|,|C00024679|,|DP|,|Z5200|,|N|,|M8 |,|P|,|29992619781|,|24G|,|Z5200|,|PAC  |
|2010|,|2680709|,|C00010603|,|DNC Services Corp|,|CONNECTICUT DEMOCRATIC PARTY|,|HARTFORD|,|CT|,|06106|,||,|Z5200|,12/21/2010,5000.0,|C00167320|,|D|,|C00167320|,|DP|,|Z5200|,|N|,|YE |,|P|,|11930303779|,|24G|,|Z5200|,|PAC  |
|2010|,|0527775|,|C00010603|,|DNC Services Corp|,|DEMOCRATIC PARTY OF NEW MEXICO|,|ALBUQUERQUE|,|NM|,|87110|,||,|Z5200|,08/12/2009,2500.0,|C00161810|,|D|,|C00161810|,|DP|,|Z5200|,|N|,|M9 |,|P|,|29992837547|,|24G|,|Z5200|,|PAC  |
|2010|,|0527781|,|C00010603|,|DNC Services Corp|,|NORTH DAKOTA DEMOCRATIC STATE PART|,|BISMARK|,|ND|,|58501|,||,|Z5200|,08/20/2009,3686.0,|C00013748|,|D|,|C00013748|,|DP|,|Z5200|,|N|,|M9 |,|P|,|29992837549|,|24G|,|Z5200|,|PAC  |
|2010|,|2680750|,|C00010603|,|DNC Services Corp|,|WISCONSIN DEMOCRATIC PARTY|,|MADISON|,|WI|,|53703|,||,|Z5200|,12/21/2010,5000.0,|C00019331|,|D|,|C00019331|,|DP|,|Z5200|,|N|,|YE |,|P|,|11930303793|,|24G|,|Z5200|,|PAC  |
|2010|,|1922584|,|C00010603|,|DNC Services Corp|,|SOUTH CAROLINA DEMOCRATIC PTY|,|COLUMBIA|,|SC|,|29250|,||,|Z5200|,08/04/2010,5000.0,|C00007658|,|D|,|C00007658|,|DP|,|Z5200|,|N|,|M9 |,|P|,|10931329647|,|24G|,|Z5200|,|PAC  |
|2010|,|1922597|,|C00010603|,|DNC Services Corp|,|HAWAII DEMOCRATIC PARTY|,|HONOLULU|,|HI|,|96813|,||,|Z5200|,08/09/2010,2026.0,|C00212787|,|D|,|C00212787|,|DP|,|Z5200|,|N|,|M9 |,|P|,|10931329652|,|24G|,|Z5200|,|PAC  |
|2010|,|1922606|,|C00010603|,|DNC Services Corp|,|MASSACHUSETTS DEMOCRATIC|,|BOSTON|,|MA|,|02129|,||,|Z5200|,08/09/2010,1506.0,|C00089243|,|D|,|C00089243|,|DP|,|Z5200|,|N|,|M9 |,|P|,|10931329655|,|24G|,|Z5200|,|PAC  |
|2010|,|0527837|,|C00010603|,|DNC Services Corp|,|KANSAS DEMOCRATIC PARTY|,|TOPEKA|,|KS|,|66603|,||,|Z5200|,08/28/2009,5000.0,|C00019380|,|D|,|C00019380|,|DP|,|Z5200|,|N|,|M9 |,|P|,|29992837568|,|24G|,|Z5200|,|PAC  |
|2010|,|0527839|,|C00010603|,|DNC Services Corp|,|LOUISIANA DEMOCRATIC PARTY|,|BATON ROUGE|,|LA|,|70802|,||,|Z5200|,08/28/2009,5000.0,|C00071365|,|D|,|C00071365|,|DP|,|Z5200|,|N|,|M9 |,|P|,|29992837569|,|24G|,|Z5200|,|PAC  |
|2010|,|0717497|,|C00010603|,|DNC Services Corp|,|WASHINGTON DEMOCRATIC PARTY|,|SEATTLE|,|WA|,|98194|,||,|Z5200|,10/06/2009,5000.0,|C00114439|,|D|,|C00114439|,|DP|,|Z5200|,|A|,|M11|,|P|,|29935514983|,|24G|,|Z5200|,|PAC  |
|2010|,|2419960|,|C00011114|,|American Fedn of St/Cnty/Munic Employees|,|BUILDING A MAJORITY PAC|,|Washington|,|DC|,|20002|,||,|L1200|,09/08/2010,5000.0,|C00412221|,|D|,|C00412221|,|PI|,|J2100|,|N|,|M10|,|P|,|10931627481|,|24K|,|L1200|,|PAC  |
|2010|,|0603841|,|C00010603|,|Obama for America|,|Obama for America|,|Chicago|,|IL|,|60601|,||,|Z1200|,09/01/2009,90.0,|C00010603|,|D|,|C00431445|,|DP|,|Z5200|,|N|,|M10|,|P|,|29935365705|,|15Z|,|Z1200|,|PAC  |
|2010|,|0086855|,|C00010421|,|Associated Builders & Contractors|,|HOOSIER POLITICAL ACTION COMMITTEE|,|Washington|,|DC|,|20013|,||,|B0500|,03/18/2009,-5000.0,|C00338848|,|R|,|C00338848|,|PI|,|J2200|,|A|,|M4 |,|P|,|29933564698|,|24K|,|B0500|,|PAC  |
|2010|,|0187985|,|C00010421|,|Associated Builders & Contractors|,|National Republican Senatorial Com|,|Washington|,|DC|,|20002|,||,|B0500|,04/15/2009,-10000.0,|C00027466|,|R|,|C00027466|,|RP|,|Z5100|,|N|,|M5 |,|P|,|29992114723|,|24R|,|B0500|,|PAC  |
|2010|,|1922662|,|C00010603|,|DNC Services Corp|,|FLORIDA DEMOCRATIC PARTY|,|TALLAHASSEE|,|FL|,|32301|,||,|Z5200|,08/13/2010,649.0,|C00005561|,|D|,|C00005561|,|DP|,|Z5200|,|N|,|M9 |,|P|,|10931329684|,|24G|,|Z5200|,|PAC  |
|2010|,|1922669|,|C00010603|,|DNC Services Corp|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,08/13/2010,1085.0,|C00016899|,|D|,|C00016899|,|DP|,|Z5200|,|N|,|M9 |,|P|,|10931329688|,|24K|,|Z5200|,|PAC  |
|2010|,|1922667|,|C00010603|,|DNC Services Corp|,|WASHINGTON DEMOCRATIC PARTY|,|SEATTLE|,|WA|,|98194|,||,|Z5200|,08/13/2010,1125.0,|C00114439|,|D|,|C00114439|,|DP|,|Z5200|,|N|,|M9 |,|P|,|10931329687|,|24G|,|Z5200|,|PAC  |
|2010|,|1922670|,|C00010603|,|DNC Services Corp|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,08/13/2010,1190.0,|C00016899|,|D|,|C00016899|,|DP|,|Z5200|,|N|,|M9 |,|P|,|10931329689|,|24G|,|Z5200|,|PAC  |
|2010|,|1922800|,|C00010603|,|DNC Services Corp|,|MONTANA DEMOCRATIC PARTY|,|HELENA|,|MT|,|59601|,||,|Z5200|,08/31/2010,1624.0,|C00010033|,|D|,|C00010033|,|DP|,|Z5200|,|N|,|M9 |,|P|,|10931329774|,|24G|,|Z5200|,|PAC  |
|2010|,|0717504|,|C00010603|,|DNC Services Corp|,|NEW HAMPSHIRE DEMOCRATIC PARTY|,|CONCORD|,|NH|,|03301|,||,|Z5200|,10/08/2009,19500.0,|C00178038|,|D|,|C00178038|,|DP|,|Z5200|,|A|,|M11|,|P|,|29935514986|,|24G|,|Z5200|,|PAC  |
|2010|,|1492280|,|C00011114|,|American Fedn of St/Cnty/Munic Employees|,|COMMITTEE FOR A DEMOCRATIC FUTURE|,|Washington|,|DC|,|20006|,||,|L1200|,05/14/2010,2500.0,|C00370122|,|D|,|C00370122|,|PI|,|J2100|,|N|,|M6 |,|P|,|10930836744|,|24K|,|L1200|,|PAC  |
|2010|,|1800465|,|C00011114|,|AFSCME District Council 37|,|DISTRICT COUNCIL 37-AFSCME PUBLIC|,|New York|,|NY|,|10007|,||,|L1200|,06/02/2010,46600.0,|C00011114|,,|C00149211|,|PL|,|L1200|,|N|,|M7 |,|P|,|10931051223|,|18G|,|L1200|,|PAC  |
|2010|,|1839942|,|C00010603|,|DNC Services Corp|,|MISSOURI DEMOCRATIC PARTY|,|JEFFERSON CITY|,|MO|,|65102|,||,|Z5200|,07/06/2010,3220.0,|C00135558|,|D|,|C00135558|,|DP|,|Z5200|,|N|,|M8 |,|P|,|10931168138|,|24G|,|Z5200|,|PAC  |
|2010|,|1839959|,|C00010603|,|DNC Services Corp|,|TENNESSEE DEMOCRATIC PARTY|,|NASHVILLE|,|TN|,|37203|,||,|Z5200|,07/06/2010,3220.0,|C00167346|,|D|,|C00167346|,|DP|,|Z5200|,|N|,|M8 |,|P|,|10931168143|,|24G|,|Z5200|,|PAC  |
|2010|,|1839960|,|C00010603|,|DNC Services Corp|,|UTAH DEMOCRATIC PARTY|,|SALT LAKE CITY|,|UT|,|84111|,||,|Z5200|,07/06/2010,2026.0,|C00105973|,|D|,|C00105973|,|DP|,|Z5200|,|N|,|M8 |,|P|,|10931168144|,|24G|,|Z5200|,|PAC  |
|2010|,|0603893|,|C00010603|,|Obama for America|,|Obama for America|,|Chicago|,|IL|,|60601|,||,|Z1200|,09/01/2009,205.0,|C00010603|,|D|,|C00431445|,|DP|,|Z5200|,|N|,|M10|,|P|,|29935365722|,|15Z|,|Z1200|,|PAC  |
|2010|,|0603908|,|C00010603|,|DNC Services Corp|,|ARKANSAS DEMOCRATIC PARTY|,|LITTLE ROCK|,|AR|,|72201|,||,|Z5200|,09/17/2009,-14484.0,|C00024372|,|D|,|C00024372|,|DP|,|Z5200|,|N|,|M10|,|P|,|29935366258|,|24G|,|Z5200|,|PAC  |
|2010|,|0236600|,|C00010868|,|American Council of Engineering Cos|,|Senate Majority Fund|,|Phoenix|,|AZ|,|85064|,||,|B4000|,05/13/2009,1000.0,|C00368431|,|R|,|C00368431|,|PI|,|J2200|,|N|,|M6 |,|P|,|29992264236|,|24K|,|B4000|,|PAC  |
|2010|,|1013949|,|C00010868|,|Camp, Dresser & McKee|,|Camp Dresser & McKee Inc. National|,|Chantilly|,|VA|,|20151|,||,|B4000|,12/30/2009,2000.0,|C00010868|,,|C00398222|,|PB|,|B4000|,|N|,|YE |,|P|,|10930237547|,|18K|,|B4000|,|PAC  |
|2010|,|0603907|,|C00010603|,|DNC Services Corp|,|ARKANSAS DEMOCRATIC PARTY|,|LITTLE ROCK|,|AR|,|72201|,||,|Z5200|,09/15/2009,6388.0,|C00024372|,|D|,|C00024372|,|DP|,|Z5200|,|N|,|M10|,|P|,|29935366257|,|24G|,|Z5200|,|PAC  |
|2010|,|0603909|,|C00010603|,|DNC Services Corp|,|VIRGINIA DEMOCRATIC PARTY|,|RICHMOND|,|VA|,|23229|,||,|Z5200|,09/23/2009,225000.0,|C00155952|,|D|,|C00155952|,|DP|,|Z5200|,|A|,|M10|,|P|,|29935366258|,|24G|,|Z5200|,|PAC  |
|2010|,|0717452|,|C00010603|,|DNC Services Corp|,|NEW JERSEY DEMOCRATIC PARTY|,|TRENTON|,|NJ|,|08608|,||,|Z5200|,10/01/2009,-5000.0,|C00104471|,|D|,|C00104471|,|DP|,|Z5200|,|A|,|M11|,|P|,|29935514968|,|24G|,|Z5200|,|PAC  |
|2010|,|0853127|,|C00010603|,|DNC Services Corp|,|FLORIDA DEMOCRATIC PARTY|,|TALLAHASSEE|,|FL|,|32301|,||,|Z5200|,12/04/2009,32100.0,|C00005561|,|D|,|C00005561|,|DP|,|Z5200|,|N|,|YE |,|P|,|10930254305|,|24G|,|Z5200|,|PAC  |
|2010|,|1922827|,|C00010603|,|DNC Services Corp|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,08/31/2010,1304.0,|C00016899|,|D|,|C00016899|,|DP|,|Z5200|,|N|,|M9 |,|P|,|10931329802|,|24G|,|Z5200|,|PAC  |
|2010|,|1922830|,|C00010603|,|DNC Services Corp|,|SOUTH CAROLINA DEMOCRATIC PTY|,|COLUMBIA|,|SC|,|29250|,||,|Z5200|,08/31/2010,1664.0,|C00007658|,|D|,|C00007658|,|DP|,|Z5200|,|N|,|M9 |,|P|,|10931329804|,|24G|,|Z5200|,|PAC  |
|2010|,|0853193|,|C00010603|,|DNC Services Corp|,|MISSOURI DEMOCRATIC PARTY|,|JEFFERSON CITY|,|MO|,|65102|,||,|Z5200|,12/17/2009,5000.0,|C00135558|,|D|,|C00135558|,|DP|,|Z5200|,|N|,|YE |,|P|,|10930254327|,|24G|,|Z5200|,|PAC  |
|2010|,|0853195|,|C00010603|,|DNC Services Corp|,|NEVADA DEMOCRATIC PARTY|,|LAS VEGAS|,|NV|,|89102|,||,|Z5200|,12/17/2009,5000.0,|C00208991|,|D|,|C00208991|,|DP|,|Z5200|,|N|,|YE |,|P|,|10930254327|,|24G|,|Z5200|,|PAC  |
|2010|,|0861920|,|C00010603|,|Obama for America|,|Obama for America|,|Chicago|,|IL|,|60601|,||,|Z1200|,08/26/2009,164.0,|C00010603|,|D|,|C00431445|,|DP|,|Z5200|,|A|,|M9 |,|P|,|10930055277|,|15Z|,|Z1200|,|PAC  |
|2010|,|0861922|,|C00010603|,|Obama for America|,|Obama for America|,|Chicago|,|IL|,|60601|,||,|Z1200|,08/27/2009,471.0,|C00010603|,|D|,|C00431445|,|DP|,|Z5200|,|A|,|M9 |,|P|,|10930055278|,|15Z|,|Z1200|,|PAC  |
|2010|,|0717513|,|C00010603|,|DNC Services Corp|,|NEW YORK DEMOCRATIC PARTY FEDERAL|,|NEW YORK|,|NY|,|10016|,||,|Z5200|,10/21/2009,4000.0,|C00143230|,|D|,|C00143230|,|DP|,|Z5200|,|A|,|M11|,|P|,|29935514989|,|24G|,|Z5200|,|PAC  |
|2010|,|0717527|,|C00010603|,|DNC Services Corp|,|MISSOURI DEMOCRATIC PARTY|,|JEFFERSON CITY|,|MO|,|65102|,||,|Z5200|,10/30/2009,5000.0,|C00135558|,|D|,|C00135558|,|DP|,|Z5200|,|A|,|M11|,|P|,|29935514994|,|24G|,|Z5200|,|PAC  |
|2010|,|0861932|,|C00010603|,|Obama for America|,|Obama for America|,|Chicago|,|IL|,|60601|,||,|Z1200|,08/29/2009,357.0,|C00010603|,|D|,|C00431445|,|DP|,|Z5200|,|A|,|M9 |,|P|,|10930055281|,|15Z|,|Z1200|,|PAC  |
|2010|,|0861939|,|C00010603|,|Obama for America|,|Obama for America|,|Chicago|,|IL|,|60601|,||,|Z1200|,08/31/2009,380.0,|C00010603|,|D|,|C00431445|,|DP|,|Z5200|,|A|,|M9 |,|P|,|10930055284|,|15Z|,|Z1200|,|PAC  |
|2010|,|0717455|,|C00010603|,|DNC Services Corp|,|ALABAMA DEMOCRATIC PARTY|,|MONTGOMERY|,|AL|,|36104|,||,|Z5200|,10/06/2009,2500.0,|C00005173|,|D|,|C00005173|,|DP|,|Z5200|,|A|,|M11|,|P|,|29935514969|,|24G|,|Z5200|,|PAC  |
|2010|,|0504519|,|C00010033|,|DNC Services Corp|,|DEMOCRATIC NATIONAL COMMITTEE|,|WASHINGTON|,|DC|,|20003|,||,|Z5200|,08/18/2009,3220.0,|C00010033|,|D|,|C00010603|,|DP|,|Z5200|,|N|,|M9 |,|P|,|29934550513|,|18G|,|Z5200|,|PAC  |
|2010|,|0580851|,|C00010033|,|DNC Services Corp|,|DEMOCRATIC NATIONAL COMMITTEE|,|WASHINGTON|,|DC|,|20003|,||,|Z5200|,09/17/2009,3220.0,|C00010033|,|D|,|C00010603|,|DP|,|Z5200|,|N|,|M10|,|G|,|29993260397|,|18G|,|Z5200|,|PAC  |
|2010|,|2419980|,|C00011114|,|American Fedn of St/Cnty/Munic Employees|,|DEMOCRATIC PARTY OF ARKANSAS -  FE|,|Little Rock|,|AR|,|72201|,||,|L1200|,09/23/2010,5000.0,|C00024372|,|D|,|C00024372|,|DP|,|Z5200|,|N|,|M10|,|P|,|10931627487|,|24K|,|L1200|,|PAC  |
|2010|,|0717454|,|C00010603|,|DNC Services Corp|,|NEW JERSEY DEMOCRATIC PARTY|,|TRENTON|,|NJ|,|08608|,||,|Z5200|,10/01/2009,500000.0,|C00104471|,|D|,|C00104471|,|DP|,|Z5200|,|A|,|M11|,|P|,|29935514968|,|24G|,|Z5200|,|PAC  |
|2010|,|1922672|,|C00010603|,|DNC Services Corp|,|INDIANA DEMOCRATIC PARTY|,|INDIANPOLIS|,|IN|,|46204|,||,|Z5200|,08/13/2010,1150.0,|C00108613|,|D|,|C00108613|,|DP|,|Z5200|,|N|,|M9 |,|P|,|10931329690|,|24G|,|Z5200|,|PAC  |
|2010|,|0086175|,|C00010868|,|American Council of Engineering Cos|,|National Republican Senatorial Com|,|Washington|,|DC|,|20002|,||,|B4000|,03/04/2009,5000.0,|C00027466|,|R|,|C00027466|,|RP|,|Z5100|,|N|,|M4 |,|P|,|29933563413|,|24K|,|B4000|,|PAC  |
|2010|,|0038976|,|C00011197|,|CEMEX Inc|,|Cemex Inc. Employees Political Act|,|Houston|,|TX|,|77002|,||,|B5100|,02/12/2009,1000.0,|C00011197|,|D|,|C00111880|,|DP|,|Z5200|,|N|,|M3 |,|P|,|29991783786|,|18K|,|B5100|,|PAC  |
|2010|,|1839966|,|C00010603|,|DNC Services Corp|,|WYOMING DEMOCRATIC STATE PARTY|,|CASPER|,|WY|,|82601|,||,|Z5200|,07/06/2010,1506.0,|C00001917|,|D|,|C00001917|,|DP|,|Z5200|,|N|,|M8 |,|P|,|10931168146|,|24G|,|Z5200|,|PAC  |
|2010|,|1839982|,|C00010603|,|DNC Services Corp|,|FLORIDA DEMOCRATIC PARTY|,|TALLAHASSEE|,|FL|,|32301|,||,|Z5200|,07/15/2010,16976.0,|C00005561|,|D|,|C00005561|,|DP|,|Z5200|,|N|,|M8 |,|P|,|10931168153|,|24G|,|Z5200|,|PAC  |
|2010|,|1839985|,|C00010603|,|DNC Services Corp|,|IDAHO DEMOCRATIC PARTY|,|BOISE|,|ID|,|83706|,||,|Z5200|,07/15/2010,4560.0,|C00010439|,|D|,|C00010439|,|DP|,|Z5200|,|N|,|M8 |,|P|,|10931168154|,|24G|,|Z5200|,|PAC  |
|2010|,|1840016|,|C00010603|,|DNC Services Corp|,|NEW JERSEY DEMOCRATIC PARTY|,|TRENTON|,|NJ|,|08608|,||,|Z5200|,07/15/2010,752.0,|C00104471|,|D|,|C00104471|,|DP|,|Z5200|,|N|,|M8 |,|P|,|10931168164|,|24G|,|Z5200|,|PAC  |
|2010|,|1840017|,|C00010603|,|DNC Services Corp|,|WASHINGTON DEMOCRATIC PARTY|,|SEATTLE|,|WA|,|98194|,||,|Z5200|,07/15/2010,9660.0,|C00114439|,|D|,|C00114439|,|DP|,|Z5200|,|N|,|M8 |,|P|,|10931168165|,|24G|,|Z5200|,|PAC  |
|2010|,|1840029|,|C00010603|,|DNC Services Corp|,|OHIO DEMOCRATIC PARTY|,|COLUMBUS|,|OH|,|43215|,||,|Z5200|,07/15/2010,1149.0,|C00016899|,|D|,|C00016899|,|DP|,|Z5200|,|N|,|M8 |,|P|,|10931168172|,|24G|,|Z5200|,|PAC  |
|2010|,|1840033|,|C00010603|,|DNC Services Corp|,|MASSACHUSETTS DEMOCRATIC PARTY|,|BOSTON|,|MA|,|02129|,||,|Z5200|,07/26/2010,33193.0,|C00089243|,|D|,|C00089243|,|DP|,|Z5200|,|N|,|M8 |,|P|,|10931168174|,|24G|,|Z5200|,|PAC  |
|2010|,|1840038|,|C00010603|,|DNC Services Corp|,|MISSOURI DEMOCRATIC PARTY|,|JEFFERSON CITY|,|MO|,|65102|,||,|Z5200|,07/28/2010,2250.0,|C00135558|,|D|,|C00135558|,|DP|,|Z5200|,|N|,|M8 |,|P|,|10931168177|,|24G|,|Z5200|,|PAC  |
|2010|,|1840056|,|C00010603|,|DNC Services Corp|,|LOUISIANA DEMOCRATIC PARTY|,|BATON ROUGE|,|LA|,|70802|,||,|Z5200|,07/28/2010,5000.0,|C00071365|,|D|,|C00071365|,|DP|,|Z5200|,|N|,|M8 |,|P|,|10931168183|,|24G|,|Z5200|,|PAC  |
|2010|,|2624031|,|C00482356|,|United Parcel Service|,|UPSPAC|,|ATLANTA|,|GA|,|30328|,||,|T7100|,10/27/2010,1000.0,|C00482356|,,|C00064766|,|PI|,|J1100|,|N|,|30G|,|P|,|10931852197|,|18K|,|T7100|,|PAC  |
|2010|,|1846364|,|C00482372|,|Libertarian National Cmte|,|LIBERTARIAN NATIONAL COMMITTEE|,|Washington|,|DC|,|20037|,||,|Z5300|,08/04/2006,484.0,|C00482372|,|L|,|C00255695|,|3P|,|Z5300|,|N|,|M8 |,|P|,|10931082096|,|18G|,|Z5300|,|PAC  |
|2010|,|1581264|,|C00482539|,|Ward, Carlet Deetta|,|WARD, CARLET|,|DOVER|,|DE|,|19903|,||,|Z1100|,05/26/2010,100.0,|N00012661|,|R|,|S0DE00076|,|RN|,|Z1100|,|N|,|Q2 |,|P|,|10020422485|,|16C|,|Z1100|,|PAC  |
|2010|,|2715088|,|C00473587|,|Connecticut Senate Victory Fund|,|CONNECTICUT SENATE VICTORY FUND -|,|STAMFORD|,|CT|,|06901|,||,|Z4200|,10/18/2010,745.0,|N00031685|,|D|,|C00488346|,|DW|,|Z1200|,|A|,|30G|,|G|,|11020022421|,|18G|,|Z4200|,|PAC  |
|2010|,|2715095|,|C00473587|,|Blumenthal, Richard|,|BLUMENTHAL, RICHARD|,|GREENWICH|,|CT|,|06831|,|STATE OF CONNECTICUT|,|Z1200|,10/22/2010,262882.0,|N00031685|,|D|,|S0CT00177|,|DW|,|Z1200|,|A|,|30G|,|G|,|11020022424|,|16C|,|Z1200|,|PAC  |
|2010|,|1033416|,|C00473603|,|Clark, Steve|,|STEVE CLARK FOR CONGRESS|,|ROCKWALL|,|TX|,|75032|,||,|Z1100|,01/31/2010,15745.0,|N00026676|,|R|,|H4TX04070|,|RL|,|Z1100|,|N|,|12P|,|P|,|10990321425|,|16C|,|Z1100|,|PAC  |
|2010|,|2277357|,|C00473603|,|Clark, Steve|,|STEVE CLARK FOR CONGRESS|,|ROCKWALL|,|TX|,|75032|,||,|Z1100|,04/07/2010,268.0,|N00026676|,|R|,|H4TX04070|,|RL|,|Z1100|,|N|,|Q2 |,|P|,|10931762507|,|16C|,|Z1100|,|PAC  |
|2010|,|1031998|,|C00473710|,|Puente-Bradshaw, Jessica|,|Puente-Bradshaw, Jessica|,|Austin|,|TX|,|78732|,|Self|,|Z1100|,01/05/2010,2000.0,|N00031552|,|R|,|H0TX27053|,|RL|,|Z1100|,|N|,|12P|,|P|,|10930333709|,|16C|,|Z1100|,|PAC  |
|2010|,|1580564|,|C00480459|,|Guild, Thomas Eugene|,|GUILD, THOMAS EUGENE|,|EDMOND|,|OK|,|73013|,|Retired|,|Z1200|,06/02/2010,3000.0,|N00032386|,|D|,|H0OK05155|,|DL|,|Z1200|,|A|,|12P|,|P|,|10990927539|,|16C|,|Z1200|,|PAC  |
|2010|,|1563922|,|C00480467|,|Reynolds, Ty Colin|,|Reynolds, Ty|,|Topeka|,|KS|,|66611|,||,|Z1300|,05/01/2010,100.0,|N00032261|,|I|,|H0KS02139|,|3L|,|Z1300|,|N|,|Q2 |,|P|,|10990843799|,|16C|,|Z1300|,|PAC  |
|2010|,|1771636|,|C00480558|,|Michele Rollins Congress 2010|,|Republican State Committee|,|Wilmington|,|DE|,|19805|,||,|Z1100|,05/15/2010,1000.0,|C00172510|,|R|,|C00172510|,|RP|,|Z5100|,|N|,|Q2 |,|P|,|10930972622|,|24K|,|Z1100|,|PAC  |
|2010|,|1846105|,|C00480616|,|David Moore for Congress|,|Moore, David Wayne Mr.|,|North Tazewell|,|VA|,|24630|,||,|Z1100|,07/10/2010,34422.0,|N00032108|,|R|,|H0VA09071|,|RL|,|Z1100|,|T|,|TER|,|P|,|10931195880|,|20C|,|Z1100|,|PAC  |
|2010|,|1988412|,|C00474197|,|Waring 2010|,|WARING, JIM|,|Phoenix|,|AZ|,|85032|,||,|Z1100|,09/01/2010,9000.0,|N00031585|,|R|,|H0AZ03313|,|RL|,|Z1100|,|N|,|Q3 |,|P|,|10931434125|,|20C|,|Z1100|,|PAC  |
|2010|,|2294365|,|C00474197|,|Waring 2010|,|WARING, JIM|,|Phoenix|,|AZ|,|85032|,||,|Z1100|,10/22/2010,13918.0,|N00031585|,|R|,|H0AZ03313|,|RL|,|Z1100|,|N|,|TER|,|P|,|10931821234|,|20C|,|Z1100|,|PAC  |
|2010|,|1311990|,|C00474338|,|Flinn, George S Jr|,|Flinn, George S. Jr.|,|Atoka|,|TN|,|38004|,||,|Z1100|,01/19/2010,100000.0,|N00031656|,|R|,|H0TN08287|,|RL|,|Z1100|,|A|,|Q1 |,|P|,|10990566045|,|16C|,|Z1100|,|PAC  |
|2010|,|1655099|,|C00474338|,|Flinn, George S Jr|,|Flinn, George S. Jr.|,|Atoka|,|TN|,|38004|,||,|Z1100|,06/09/2010,300000.0,|N00031656|,|R|,|H0TN08287|,|RL|,|Z1100|,|N|,|Q2 |,|P|,|10990914117|,|16C|,|Z1100|,|PAC  |
|2010|,|2262736|,|C00474338|,|Flinn, George S Jr|,|Flinn, George S. Jr.|,|Atoka|,|TN|,|38004|,||,|Z1100|,07/26/2010,150000.0,|N00031656|,|R|,|H0TN08287|,|RL|,|Z1100|,|N|,|Q3 |,|P|,|10931480582|,|16C|,|Z1100|,|PAC  |
|2010|,|2449394|,|C00474387|,|3rd Cong District Repub Party of Kansas|,|Third Congresssional District Repu|,|Leawood|,|KS|,|66206|,||,|Z5100|,11/12/2010,500.0,|C00474387|,|R|,|C00474387|,|RP|,|Z5100|,|N|,|30G|,|G|,|10932105150|,|24G|,|Z5100|,|PAC  |
|2010|,|2144433|,|C00474395|,|Cox, Christopher N|,|COX, CHRIS N. MR.|,|WEST HAMPTON|,|NY|,|11978|,||,|Z1100|,09/28/2010,115000.0,|N00031703|,|R|,|H0NY00063|,|RL|,|Z1100|,|N|,|Q3 |,|P|,|10931515240|,|16C|,|Z1100|,|PAC  |
|2010|,|2217856|,|C00474403|,|Witte, W Stovall Jr|,|Witte, Stovall|,|Hanahan|,|SC|,|29410|,||,|Z1100|,08/02/2010,1315.0,|N00031651|,|R|,|H0SC01246|,|RL|,|Z1100|,|N|,|Q3 |,|P|,|10991312042|,|16C|,|Z1100|,|PAC  |
|2010|,|1707911|,|C00474528|,|Black, Charles Roland|,|Black, Charles Roland|,|Kingman|,|AZ|,|86401|,|Veteran|,|Z1100|,08/03/2010,2457.0,|N00031698|,|R|,|H0AZ02141|,|RL|,|Z1100|,|N|,|12P|,|P|,|10931085147|,|16C|,|Z1100|,|PAC  |
